polygon,year,peak,tier,payout_pct
hex_012_016,2007,175.6435589089079,2,50.0
hex_012_017,1998,132.51106383625833,0,0.0
hex_012_017,1999,81.38204000807056,0,0.0
hex_012_017,2000,80.72842857535929,0,0.0
hex_012_017,2001,122.53588262838622,0,0.0
hex_012_017,2002,145.23061073841734,1,20.0
hex_012_017,2003,89.02299977522169,0,0.0
hex_012_017,2004,110.09367474228144,0,0.0
hex_012_017,2005,113.94051271472127,0,0.0
hex_012_017,2006,107.26420131350972,0,0.0
hex_012_017,2007,208.21641835402698,3,100.0
hex_012_018,1998,130.1262721260637,0,0.0
hex_012_018,1999,107.59127452054372,0,0.0
hex_012_018,2000,98.9890619607601,0,0.0
hex_012_018,2001,139.6052128388236,0,0.0
hex_012_018,2002,146.96633591422605,0,0.0
hex_012_018,2003,107.3079502735609,0,0.0
hex_012_018,2004,111.25508976277378,0,0.0
hex_012_018,2005,130.3576694866394,0,0.0
hex_012_018,2006,107.26420131350972,0,0.0
hex_012_018,2007,226.40209534261788,3,100.0
hex_013_000,1998,142.5228732791543,0,0.0
hex_013_000,1999,107.62278792536094,0,0.0
hex_013_000,2000,172.35221661926556,1,20.0
hex_013_000,2001,92.21668652050197,0,0.0
hex_013_000,2002,94.88337815141512,0,0.0
hex_013_000,2003,99.9384170205146,0,0.0
hex_013_000,2004,143.82023034421934,0,0.0
hex_013_000,2005,76.18941374309775,0,0.0
hex_013_000,2006,137.68129783862167,0,0.0
hex_013_000,2007,72.17378544542939,0,0.0
hex_013_001,1998,127.62130736964858,0,0.0
hex_013_001,1999,94.773714522024,0,0.0
hex_013_001,2000,173.71632034777355,1,20.0
hex_013_001,2001,97.24727516885433,0,0.0
hex_013_001,2002,95.0010965956375,0,0.0
hex_013_001,2003,105.37010510495968,0,0.0
hex_013_001,2004,144.0220584998694,0,0.0
hex_013_001,2005,79.14179492048919,0,0.0
hex_013_001,2006,137.1699075982968,0,0.0
hex_013_001,2007,77.96616680229704,0,0.0
hex_013_002,1998,123.89524483680312,0,0.0
hex_013_002,1999,74.45737782629,0,0.0
hex_013_002,2000,186.80133609420724,2,50.0
hex_013_002,2001,109.72455283261007,0,0.0
hex_013_002,2002,117.7340713433673,0,0.0
hex_013_002,2003,107.83619243649144,0,0.0
hex_013_002,2004,146.4756498682292,0,0.0
hex_013_002,2005,92.48905333799621,0,0.0
hex_013_002,2006,119.68738517630432,0,0.0
